key,project_name,organization_name,prefecture_name,external_document_uri,review_decision,suggested_it_tag,review_notes
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI2LzIwMjYwMzI2XzAzMTQxCg==,一般競争入札（令和８年度国設酸性雨測定所保守管理等の委託業務）,北海道,北海道,https://www.pref.hokkaido.lg.jp/ks/jss/khz/252983.html,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjQvMDUvMjAyNDA1MTNfMzAzOTIK,令和６年度第１回社屋状況等調査業務委託,財務省,神奈川県,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDMvMjAyNjAzMDlfNjY4MDQK,令和８年度 東京労働局 各労働基準監督署・公共職業安定所緑地剪定業務委託,厚生労働省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
b3Nha2Evc2VubmFuX2NpdHkvMjAyNS8yMDI1MTIwNV8wMDA0NAo=,泉南市ポンプ場低濃度PCB廃棄物収集運搬処分業務委託に係る制限付一般競争入札の公告について,大阪府泉南市,大阪府,https://www.city.sennan.lg.jp/material/files/group/29/1_koukokudai41gou.pdf,not_IT,,No clear IT/software work indicated by the project title.
ZnVrdW9rYS9wb2xpY2VfZnVrdW9rYS8yMDI2LzIwMjYwMjAyXzAxNTkzCg==,認知機能検査業務委託契約に係る入札について,国家公安委員会（警察庁）福岡県警察,福岡県,https://www.police.pref.fukuoka.jp/data/open/cnt/3/22444/1/kokokninti2026.pdf,not_IT,,No clear IT/software work indicated by the project title.
aG9ra2FpZG8yL3NpbnJpbmthbnJpa3lva3UvMjAyNi8yMDI2MDMzMV8xMTQ4Mwo=,令和8年度胆振東部森林管理署収穫調査業務委託5号（電子調達対象案件）,林野庁北海道森林管理局,北海道,https://www.rinya.maff.go.jp/hokkaido/apply/publicsale/iburitoubu/attach/pdf/260331-10-1.pdf,not_IT,,No clear IT/software work indicated by the project title.
a2FuYWdhd2Evc2FnYW1paGFyYV9ob3NwLzIwMjQvMjAyNDEyMjdfMDAxMzQK,入札公告【令和７年度洗濯業務委託契約】,独立行政法人国立病院機構相模原病院,神奈川県,https://sagamihara.hosp.go.jp/pdf/nyusatu/20241227_5.pdf,not_IT,,No clear IT/software work indicated by the project title.
Z292Ny9jYnJfbWxpdC8yMDI1LzIwMjUwNTE2XzA0ODA4Cg==,令和７年度 三重県道路交通自動車起終点調査票等印刷業務,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/FVpop6oXJs20250514_2.pdf,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDYvMjAyNjA2MDJfNzI3NzUK,令和８年度第二次収穫調査業務委託（10号物件：笹ヶ丸山国有林外）,農林水産省,大阪府,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
Z292Ny9jYnJfbWxpdC8yMDI2LzIwMjYwMTMwXzA1MTE0Cg==,令和８年度 総合事業対応業務（沼津河川国道）,国土交通省中部地方整備局,愛知県,https://www.cbr.mlit.go.jp/contract/buppin/bukoukoku/data/pdf/9C1r8dYtO920260128_11.pdf,not_IT,,No clear IT/software work indicated by the project title.
aG9ra2FpZG8vb2JpaGlyb19jaXR5LzIwMjYvMjAyNjA0MjBfMDAxMzcK,道路縦断管整備調査設計業務委託 別表 （PDF 90.9 KB）,北海道帯広市,北海道,https://www.city.obihiro.hokkaido.jp/_res/projects/default_project/_page_/001/005/713/r8/betsu0420_5.pdf,not_IT,,No clear IT/software work indicated by the project title.
a2FuYWdhd2EvenVzaGlfY2l0eS8yMDI2LzIwMjYwNzE0XzAwMzMxCg==,街路樹簡易診断業務委託,神奈川県逗子市,神奈川県,https://www.city.zushi.kanagawa.jp/_res/projects/default_project/_page_/001/004/649/8koukou_gairozyukanisinndan.pdf,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDYvMjAyNjA2MTBfNzM1MDgK,令和８年度尿素SCRシステム搭載車における排出ガス実態調査委託業務,環境省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDUvMjAyNjA1MTNfNzEyMTUK,令和８年度排水処理における温室効果ガス排出量等に関する調査検討委託業務,環境省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
YWljaGkvbmFnb3lhX2lyeW9fY2VudGVyLzIwMjYvMjAyNjAyMTdfMDA0MDMK,入札公告:【業務委託（臨床研究補助）一式】,独立行政法人国立病院機構名古屋医療センター,愛知県,https://nagoya.hosp.go.jp/cyoutatu/nyu_232.pdf,not_IT,,No clear IT/software work indicated by the project title.
dG9reW8vc2V0YWdheWFfY2l0eS8yMDI2LzIwMjYwMjEwXzAwMDIzCg==,「清川泰次記念ギャラリー改築に伴う基本設計等並びに船橋公文書庫改修工事実施設計業務委託」事業者選定プロポーザルの実施について,東京都世田谷区,東京都,https://www.city.setagaya.lg.jp/documents/24664/1-jissiyouryou.pdf,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDUvMjAyNjA1MjZfNzIxMzAK,令和８年度カーボンプライシングに関する国際シンポジウム等開催支援委託業務［総合評価落札方式］,環境省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
dG9reW8vY3VzdG9tc190b2t5by8yMDI2LzIwMjYwMTI4XzAwODEyCg==,令和８年度 東京港湾合同庁舎等における廃棄物処理に係る委託業務（PDF：138KB）,財務省東京税関,東京都,https://www.customs.go.jp/kyotsu/chotatsu/nyusatsu/n_tokyo/cyo20260128.pdf,not_IT,,No clear IT/software work indicated by the project title.
Z292Ni9rYWlob19tbGl0XzAza2Fua3UvMjAyNS8yMDI1MDExMF8wMTY5Mgo=,令和７年度海外派遣要員に係る予防接種一式（単価契約）,海上保安庁第三管区海上保安本部,神奈川県,https://www.kaiho.mlit.go.jp/03kanku/nyusatsu/R7_koukoku/yamaki/tan1%20koukoku.pdf,not_IT,,No clear IT/software work indicated by the project title.
b3Nha2Eva2Fkb21hX2NpdHkvMjAyNi8yMDI2MDYwM18wMTAwOAo=,郵送期限： 6月12日 市内一円水路草刈業務委託 第2工区(再発注),大阪府門真市,大阪府,https://www.city.kadoma.osaka.jp/material/files/group/40/1zissiyouryou8-2-2.pdf,not_IT,,No clear IT/software work indicated by the project title.
aG9ra2FpZG8vZW5pd2FfY2l0eS8yMDI2LzIwMjYwNzE0XzAwNjMyCg==,南18号JR横断管更新設計委託業務（7月14日告示 7月14日～7月24日） (PDFファイル: 135.7KB),北海道恵庭市,北海道,https://www.city.eniwa.hokkaido.jp/material/files/group/8/080714-k8.pdf,not_IT,,No clear IT/software work indicated by the project title.
ZnVrdW9rYS9mdWt1b2thX3ByZWYvMjAyNS8yMDI1MDEzMV8wMzYzMwo=,伊良原ダムCCTV設備保守点検業務委託に係る一般競争入札の公告について,福岡県,福岡県,https://www.pref.fukuoka.lg.jp/bid-info/irahracctv.html,uncertain,telecommunications_infrastructure,"CCTV maintenance may include networking, but the title primarily indicates physical security equipment maintenance."
a2FuYWdhd2EvenVzaGlfY2l0eS8yMDI0LzIwMjQxMjAzXzAwMTY0Cg==,ごみ処理施設精密機能検査業務委託,神奈川県逗子市,神奈川県,https://www.city.zushi.kanagawa.jp/_res/projects/default_project/_page_/001/004/649/gomisyorikensa_siyou.pdf,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMTIvMjAyNTEyMjRfNTU5NTcK,最高裁判所電話交換業務委託,最高裁判所,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
YWljaGkvYWljaGlfcm91ZG91a3lva3UvMjAyNC8yMDI0MTIxN18wMDYxNAo=,12/16～1/7公告 令和6年度「外国人留学生等対象 合同企業説明会」に係る会場設営等業務委託契約,厚生労働省愛知労働局,愛知県,https://jsite.mhlw.go.jphttps://www.p-portal.go.jp/pps-web-biz/,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjUvMTIvMjAyNTEyMDFfNTQwNTIK,【陸装研】追従走行検討役務,防衛省,神奈川県,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,uncertain,embedded_or_intelligent_transport,"May involve autonomous/technical systems, but the title alone does not establish software or IT delivery."
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDMvMjAyNjAzMjdfNjgzMTEK,令和8年度十勝西部森林管理署収穫調査業務委託1号,農林水産省,北海道,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
YWljaGkyL2N1c3RvbXNfbmFnb3lhLzIwMjUvMjAyNTAyMjdfMDAwNTMK,名古屋税関監視艇（監視艇はごろも後継船）建造監理業務委託（PDF：89KB）,財務省名古屋税関,愛知県,https://www.customs.go.jp/kyotsu/chotatsu/nyusatsu/n_nagoya/ngo_n_20250227_64.pdf,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDEvMjAyNjAxMTNfNTcyOTkK,東京拘置所一般廃棄物及び産業廃棄物収集運搬・処分業務委託（令和８年度単価契約）,法務省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
aG9ra2FpZG8vaG9ra2FpZG9fcHJlZi8yMDI2LzIwMjYwMjI3XzAzMDE2Cg==,一般競争入札の執行について（給食業務委託契約）,北海道,北海道,https://www.pref.hokkaido.lg.jp/hf/kyg/214427.html,not_IT,,No clear IT/software work indicated by the project title.
ZnVrdW9rYS9mdWt1b2thX3JvdWRvdWt5b2t1LzIwMjUvMjAyNTAzMDdfMDA3NDQK,令和7年度福岡労働局官用車車検及び法定12か月点検等保守業務委託（単価契約）,厚生労働省福岡労働局,福岡県,https://jsite.mhlw.go.jp/fukuoka-roudoukyoku/content/contents/002170458.pdf,not_IT,,No clear IT/software work indicated by the project title.
a2FuYWdhd2EvaGFkYW5vX2NpdHkvMjAyNS8yMDI1MDQwMl8wMzQ5OAo=,令和７年度伊勢原清掃工場汚水引抜及び運搬業務委託（単価契約）,神奈川県秦野市,神奈川県,https://www.city.hadano.kanagawa.jp/sekkeitosho/2_gaiyou/5073019.pdf,not_IT,,No clear IT/software work indicated by the project title.
YWljaGkva2FyaXlhX2NpdHkvMjAyNS8yMDI1MDQwM18wMTUzOAo=,三豊公園管理業務委託 （PDF 164.3KB）,愛知県刈谷市,愛知県,https://www.city.kariya.lg.jp/_res/projects/default_project/_page_/001/006/236/r7-243.pdf,not_IT,,No clear IT/software work indicated by the project title.
Z292Ni9rYWlob19tbGl0XzAza2Fua3UvMjAyNC8yMDI0MDkyOF8wMTYzMwo=,測量船はましお定期修理,海上保安庁第三管区海上保安本部,神奈川県,https://www.kaiho.mlit.go.jp/03kanku/nyusatsu/R6_koukoku/sesoko/hune135%20koukoku.pdf,not_IT,,No clear IT/software work indicated by the project title.
Z292Mi90Yl9tbGl0X2NodWJ1LzIwMjYvMjAyNjA1MTRfMDAzMDEK,公示タイトル,国土交通省中部運輸局,愛知県,https://wwwtb.mlit.go.jp/chubu/soumu/nyuusatsu/PDF%E3%81%AE%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB%E5%90%8D,uncertain,,Unusable generic title; source-document inspection would be required. This is a title-quality issue.
aG9ra2FpZG8vd2Fra2FuYWlzaGkvMjAyNi8yMDI2MDYwOF8wMTEyOQo=,空き家等実態調査業務委託,北海道稚内市,北海道,https://www.city.wakkanai.hokkaido.jp/files/00020500/00020561/r08-081-0023.pdf,not_IT,,No clear IT/software work indicated by the project title.
b3Nha2EvdG95b25ha2FfY2l0eS8yMDI0LzIwMjQxMjE5XzAxMDAwCg==,令和6年度猪名川流域下水道原田処理場3系送風機棟外耐震補強実施設計業務委託,大阪府豊中市,大阪府,https://www.city.toyonaka.osaka.jp/jigyosya/keiyaku/koukoku/20241219.files/koukoku-inagawa3taisinnsekkei.pdf,not_IT,,No clear IT/software work indicated by the project title.
c2VhcmNoL3BfcG9ydGFsLzIwMjYvMDIvMjAyNjAyMjRfNjUwNTQK,日本産酒類輸出促進コンソーシアムに係る運営業務委託,財務省,東京都,https://www.p-portal.go.jp/pps-web-biz/UAA01/OAA0101,not_IT,,No clear IT/software work indicated by the project title.
